sales_person,sales_department,amount,quantity,street,city,state,item_id,date
Zaneta Delmage,Department B,$59.26,89,342 Myrtle Court,Hagerstown,Maryland,3dd835eb58227ad0a6cac995fbcfaebe,6/13/2017
Gothart Whimpenny,Department C,$72.29,34,10825 Pierstorff Crossing,Miami,Florida,eb8b79ec9ef6e367e9ccb565dc002922,4/5/2017
Zebedee Kedge,Department A,$62.31,51,00 Continental Alley,North Port,Florida,98e9c9ea57e3b3d3e53560b4e80c5518,6/19/2016
Ortensia Le,Department C,$12.67,50,380 Eagan Alley,Salt Lake City,Utah,765d44f98bb748759da050558a75f986,5/16/2016
,,,99,74 Buell Point,San Antonio,Texas,0eeb3db958139980901d850161b955f8,8/27/2017
Atlante Harower,Department D,$55.48,73,876 Eagan Lane,Athens,Georgia,64955f38ba15ef721e7fe481487803cc,2/10/2016
Modesty Berringer,Department D,$25.02,42,07 Golden Leaf Court,Topeka,Kansas,586cdd5ad22a460e3f16dafb78019f51,12/14/2016
Celestyna Erskine,Department C,$22.36,85,221 Everett Junction,Syracuse,New York,0a66c6d6acd166aa919ae8deb5f101c3,5/25/2016
Jacquette Oakley,Department C,$34.34,15,07921 Fallview Road,Omaha,Nebraska,a5b83224d2046944e9ec536680f65611,6/16/2017
Modesty Berringer,Department D,$95.49,85,41486 Hermina Alley,Phoenix,Arizona,369ea1d93eefd19cacbad1b1162c86c3,4/10/2016
Krystle Boothe,Department D,$47.59,40,25107 Harper Plaza,Jamaica,New York,1a82e11f9e9c7a8d5e5c470103c5262f,5/29/2016
Chad Yeatman,Department A,$37.71,43,71 Mosinee Road,Washington,District of Columbia,857cf2f0a3d53effe45c208eb528811e,5/8/2017
Shena Reeson,Department B,$87.28,33,08655 Butterfield Court,New York City,New York,d42e3fbe2fa94814e2d8e0d7370d1e04,8/5/2017
Nell Lindup,Department C,$70.17,8,6 Stone Corner Drive,Kansas City,Missouri,a3273efb2b1d8d706b78f00b679de15d,4/15/2016
Shena Reeson,Department B,$78.41,71,5298 Hansons Circle,Tulsa,Oklahoma,6301b84e5acc6220f9b0da09332e4738,3/25/2017
Shane Simkins,Department B,$87.21,89,97554 Trailsway Road,Lexington,Kentucky,94dfc10ec0388178b63d878e52c4393c,7/25/2016
Chad Yeatman,Department A,$63.05,65,73209 Meadow Ridge Point,Louisville,Kentucky,2139f8a9fbc085d27f13768461ce8a1a,1/30/2017
Ignacio Arpur,Department A,$75.56,90,343 School Street,West Palm Beach,Florida,f59880ac2c3fcea2ab0ca910b819c79c,1/15/2016
Modesty Berringer,Department D,$44.96,46,73 Kipling Alley,Jackson,Tennessee,938d3f2a0ecd9d58447148953507016d,11/3/2016
Shane Simkins,Department B,$70.46,81,63307 Moulton Road,Charleston,South Carolina,29f69c18f55be4389747ddf4b7589eda,4/29/2017
Shane Simkins,Department B,$22.53,19,2 Butterfield Court,Grand Rapids,Michigan,1e300f49b12077eaa4fe0254b3062a0e,7/3/2016
Modesty Berringer,Department D,$16.56,39,24965 Northland Parkway,New Bedford,Massachusetts,939a0bc140dcd03d99edd1b184f54fc2,1/14/2016
Jacquette Oakley,Department C,$28.55,11,3 Porter Pass,Oklahoma City,Oklahoma,af2cd2bff821e8837dd0a996d0619e4c,8/25/2016
Bartholemy Kment,Department B,$47.44,87,03 Garrison Road,New York City,New York,547ba0b99f7014de49bb0350be560f75,2/9/2016
Modesty Berringer,Department D,$73.02,24,34 Elgar Point,Amarillo,Texas,fa20a4c3399c6c689792b35cfaba2a69,2/14/2017
Shena Reeson,Department B,$54.56,11,447 Hermina Parkway,Saint Petersburg,Florida,810f6677953110eb0b877420f5166edf,12/26/2016
Jacquette Oakley,Department C,$48.68,56,909 Havey Plaza,Austin,Texas,88ca7e3b73f00ebd873ac32f5b659205,7/17/2017
Atlante Harower,Department D,$41.93,3,94068 Talmadge Parkway,Fort Worth,Texas,ad85e101948e86e57edbf6fafefc61c5,3/10/2016
Celestyna Erskine,Department C,$23.25,99,1 Saint Paul Road,Long Beach,California,1657fd93337af97113b44ad3b2e4b8fe,3/27/2016
Ortensia Le,Department C,$90.38,85,4 Eggendart Point,Houston,Texas,6fccbd8f446e3dcb696622f451b31aaf,7/10/2017
Shane Simkins,Department B,$63.49,88,814 Browning Avenue,Portland,Oregon,6b606e6f59559aecf2e2934f9e0e009a,6/10/2017
Zaneta Delmage,Department B,$78.97,35,899 Blue Bill Park Hill,Seattle,Washington,9f61c5f801488185b68b338dd99f04a6,7/26/2016
Zaneta Delmage,Department B,$34.00,27,99 Crest Line Crossing,Torrance,California,a30f6045f1ecc7ea903cadf8bd906548,2/9/2016
Gothart Whimpenny,Department C,$83.23,76,6 Glendale Crossing,Colorado Springs,Colorado,eedfa402130330732866dab903c28aaa,3/8/2017
Celestyna Erskine,Department C,$46.18,41,4 Morning Avenue,Lexington,Kentucky,9ea803dfdfdb7461e1ee87171b81c073,7/20/2017
Nell Lindup,Department C,$12.69,27,92954 Barby Terrace,Saint Petersburg,Florida,5cd8b0e8d577e8a6a077f47e9d16d44c,4/20/2016
Zebedee Kedge,Department A,$37.60,75,5181 Goodland Junction,Miami,Florida,cfb6694a0f6382415e928712aa7ab89d,4/26/2017
Celestyna Erskine,Department C,$94.77,75,8420 Mandrake Pass,Houston,Texas,478d2f0da3efcd5a911e48dce63dbd02,8/21/2017
Ashleigh Baudinot,Department D,$27.75,16,6 Mcguire Street,Los Angeles,California,dd3c578e6867f3a306ec6a70599049a7,2/21/2017
Nell Lindup,Department C,$71.79,99,6707 Roth Road,Dallas,Texas,ae208182e101a3cfc4bbcd279a804d8b,1/12/2016
Linn Becerra,Department B,$30.71,89,6548 Pawling Alley,Chicago,Illinois,e5cbff43a61729a930635e52df6b09cc,6/12/2017
Jacquette Oakley,Department C,$47.05,68,123 Mifflin Terrace,Houston,Texas,dceb50ee6b9c4117bc666f78f7149109,3/13/2016
Atlante Harower,Department D,$53.81,69,2990 Lillian Parkway,Sarasota,Florida,f8e632e3ce87a71583024fdd831d12ea,11/3/2016
Bartholemy Kment,Department B,$77.12,98,16095 David Court,Pittsburgh,Pennsylvania,c53a3dfc245076bfcbd6d3591bd5e7d3,2/22/2016
Brear Fairs,Department D,$25.74,6,27896 Bunker Hill Park,New York City,New York,c490aea416c2517e97f8e5240e1133be,9/16/2016
Shane Simkins,Department B,$8.56,55,26188 Eagan Alley,Palo Alto,California,7b0e778df2ca11d4103369f8c9fe8a0a,9/14/2016
Shena Reeson,Department B,$98.51,17,3 Arapahoe Crossing,Houston,Texas,b293cbcf9270bcf0b545c19bfb343c8b,10/15/2016
Dallas Le,Department B,$78.93,72,573 Logan Place,Minneapolis,Minnesota,fe9eddca46540bbc26c42a2b4086c84d,10/13/2016
Ignacio Arpur,Department A,$26.68,11,7082 Merrick Lane,New York City,New York,97f752b2ff49e87e193eea40fc5ebaa5,2/23/2017
Brear Fairs,Department D,$49.01,44,3 Anhalt Street,Brooklyn,New York,de36feeafe25065814b774baa87e3825,3/4/2017
Modesty Berringer,Department D,$27.69,83,06236 Hauk Avenue,Decatur,Georgia,2514a4b6d0ac0400717296fe863f2934,9/15/2016
Brear Fairs,Department D,$98.97,41,88042 Anniversary Center,San Francisco,California,d0368f3c35583abd4b9e0b2e01a4b70d,4/8/2017
Zaneta Delmage,Department B,$6.98,56,71038 Lindbergh Street,High Point,North Carolina,f36b36287b33fe6edaa9e09cb4ed04a7,4/17/2016
Zebedee Kedge,Department A,$83.23,73,2137 Packers Hill,Austin,Texas,346163c647c8c9f0c4856918ded9ab76,12/15/2016
Powell Amorts,Department B,$91.61,37,2345 Carpenter Terrace,Philadelphia,Pennsylvania,b9e2c264367fd8dadae5f270d8effdea,7/7/2016
Celestyna Erskine,Department C,$8.82,74,96309 Marquette Parkway,Macon,Georgia,53852524765d69f389f83e90ba4b227b,2/17/2017
Nell Lindup,Department C,$39.55,76,3533 Stone Corner Center,Gilbert,Arizona,006d1b44494953f6ef78d6ab3a06280e,8/4/2017
Nell Lindup,Department C,$52.62,77,3393 Troy Park,Las Vegas,Nevada,756e12d515561fc38b5a1d3ef58fbaad,5/7/2017
,,,6,91247 Donald Circle,Saint Joseph,Missouri,08f9a22cc289e3b9265d54d35cfe5502,4/17/2017
Modesty Berringer,Department D,$45.65,43,87595 High Crossing Trail,Portland,Oregon,86b35d55d9ca90c949e57ff73a8bc57d,3/22/2016
,,,57,7565 Warner Junction,Lansing,Michigan,f4c72ac7b4440d46011d976dde0683c0,12/11/2016
Atlante Harower,Department D,$24.94,83,65383 Nevada Street,San Antonio,Texas,22436b4aed61f1e46a52ca9b345421d2,2/5/2016
Shane Simkins,Department B,$68.23,79,7 Northland Lane,Saint Paul,Minnesota,730865a40f777fab2d09b11f83f2201f,1/20/2017
Jacquette Oakley,Department C,$2.01,6,161 Laurel Circle,Pasadena,Texas,faff56c1385e89a60149746eed03117d,10/16/2016
Bartholemy Kment,Department B,$45.76,64,13 Hovde Terrace,Orlando,Florida,92540043967bd517bc03eb5a8b3dd73b,8/31/2016
Zebedee Kedge,Department A,$57.87,96,8056 Dayton Plaza,Washington,District of Columbia,602e882e885cf52f04d24ff38f15a732,1/26/2016
Ignacio Arpur,Department A,$83.41,82,6 Lakewood Gardens Drive,Norwalk,Connecticut,dc4fbe5f55b9e2089d9cc61cf1b2aae5,6/15/2017
Shane Simkins,Department B,$63.63,11,6970 Grim Hill,Dallas,Texas,a205b12c1e11b0a005f5138f807c536f,2/9/2017
Ortensia Le,Department C,$72.72,85,59949 Carpenter Court,Chattanooga,Tennessee,078f8cc85a8bc699dde326add6d1e039,10/26/2016
Zebedee Kedge,Department A,$50.97,12,69357 Reindahl Court,San Francisco,California,e8b2e739c7a5b539ab954b71d3ac3e7c,10/28/2016
Dallas Le,Department B,$97.59,95,3138 Burning Wood Terrace,Anderson,Indiana,f117ad4b81d593da6a471346ad5b3caa,9/17/2016
Krystle Boothe,Department D,$5.89,82,9017 Everett Drive,Birmingham,Alabama,bcf3bf4d0adb8ba137997191aee17104,7/25/2016
Ashleigh Baudinot,Department D,$73.67,41,955 Vera Hill,Fresno,California,0d5310d253fe35badb2393881ee1a261,1/25/2017
Zebedee Kedge,Department A,$1.95,99,81 Shelley Drive,Fort Worth,Texas,326dab90567988eae753716fe8644a37,6/9/2017
Ignacio Arpur,Department A,$79.98,53,7809 Mcbride Court,Minneapolis,Minnesota,a0ce591b5ea1e87234d8de99524ef326,8/2/2017
Linn Becerra,Department B,$33.05,42,75 Meadow Ridge Plaza,Washington,District of Columbia,11117e3512bb888a106c98f42711b10a,9/4/2016
Linn Becerra,Department B,$62.92,94,52088 Annamark Junction,Glendale,California,985d891e1fb40514febea96a1e815eb7,3/15/2016
Zebedee Kedge,Department A,$25.76,30,7881 Starling Parkway,Gaithersburg,Maryland,e10ae605efe686fac9021bf3a24a63bf,8/20/2017
Modesty Berringer,Department D,$35.36,97,47781 Becker Place,Washington,District of Columbia,f84d46a3765d9d7068774f8814902a73,11/28/2016
Ortensia Le,Department C,$72.00,39,8 Randy Street,Denver,Colorado,8e6c0c28852c0d6de1c613aa80885c5e,2/4/2016
Krystle Boothe,Department D,$62.18,71,2 School Pass,Bradenton,Florida,255c49748ba276c551ed08fd8baef3e5,3/11/2017
Ignacio Arpur,Department A,$78.46,34,3067 Gina Drive,Montpelier,Vermont,d55f9e2e00ccb64e9afee1cc75de8cf8,1/25/2017
Krystle Boothe,Department D,$67.46,56,02 Laurel Trail,Youngstown,Ohio,4e22cfc8752441c3256178a69c251c5c,7/19/2016
Shane Simkins,Department B,$13.29,21,7359 Elka Parkway,Pasadena,California,5bbac74a0d4b409eec9d876bd8279712,3/26/2017
Atlante Harower,Department D,$83.88,14,66 Caliangt Park,Clearwater,Florida,ed2e428c7036e220a31fbd0e9e65a220,2/16/2016
Chad Yeatman,Department A,$98.97,75,36 Weeping Birch Terrace,Lynchburg,Virginia,422892d7f6ab19727b3bd096fa327b1d,7/15/2016
,,,31,1397 Jana Terrace,Salt Lake City,Utah,f17a2050559f584a7da0639d240edd0c,7/21/2017
Shane Simkins,Department B,$10.58,87,68 East Road,Minneapolis,Minnesota,992d6ea58675b3b7e0bf975c3f2ddf1b,11/13/2016
Jacquette Oakley,Department C,$63.73,30,7349 Homewood Junction,Memphis,Tennessee,0e9880fe2377c9b93027ccecea6fac89,8/2/2017
Jacquette Oakley,Department C,$53.95,51,56 Miller Crossing,Danbury,Connecticut,d56f57853ea6cd7a6977a66e71a61f49,7/28/2016
Powell Amorts,Department B,$76.06,37,8 Bluestem Lane,Miami,Florida,f86e1e0c9b0f3127d80dd99fa2e7222d,7/8/2016
Ashleigh Baudinot,Department D,$46.73,62,48254 Rigney Pass,Jersey City,New Jersey,18cda45280aefa832a27dfc173b3ccf1,10/30/2016
Shena Reeson,Department B,$81.61,40,68325 Park Meadow Lane,North Las Vegas,Nevada,467a05c5a537f218317883869fd9896f,10/22/2016
Dallas Le,Department B,$52.48,24,8 Lakewood Way,Winston Salem,North Carolina,2473b9a2b78d9076bdbf6834a506ba96,4/21/2016
Chad Yeatman,Department A,$2.42,91,40272 Lien Alley,Honolulu,Hawaii,db5e8722de72440336b1f23df4300095,3/12/2017
Bartholemy Kment,Department B,$63.39,82,28378 Marcy Court,Los Angeles,California,a29fe0b3ce039c10294ab7d70ebd6136,7/22/2017
Brear Fairs,Department D,$41.96,21,0461 Arkansas Point,Greensboro,North Carolina,9b550194084541729d0535c51088cd15,12/16/2016
Modesty Berringer,Department D,$98.02,75,31 Bobwhite Plaza,New York City,New York,7bdb78bede48496b69c8537801c753de,3/30/2016
Gothart Whimpenny,Department C,$43.25,51,4 Dayton Hill,El Paso,Texas,3add2f784ecce105e96653b85f634bd3,3/16/2016
Chad Yeatman,Department A,$77.90,8,807 Menomonie Center,Providence,Rhode Island,5d586a9ee2626c06cf4974a5ab478f56,7/25/2016
Krystle Boothe,Department D,$21.91,68,35794 Maryland Street,Alhambra,California,13d529f48e0d3b09905c2bdb3a79d36d,8/28/2017
Chad Yeatman,Department A,$69.13,87,5443 Maryland Drive,Richmond,Virginia,6c14887fe7eb2192125b2d7cb76bf9d9,2/16/2017
Jacquette Oakley,Department C,$48.34,48,3 Eastlawn Center,Raleigh,North Carolina,2fa4e6400a7600a6bbebc5588bf48072,10/13/2016
Krystle Boothe,Department D,$50.51,68,88 Pond Parkway,North Hollywood,California,759f9088770d79606042a0a79d7e4f57,2/17/2016
Ignacio Arpur,Department A,$98.80,38,4131 Artisan Court,Baltimore,Maryland,4f2c54cab7c3a805c77dbdf7474bf818,3/9/2017
Dallas Le,Department B,$87.14,30,06 Crescent Oaks Pass,Gulfport,Mississippi,e45c3f9e318fbfa43d77132e88cdded6,4/25/2017
Ortensia Le,Department C,$7.82,90,23869 Stuart Pass,Birmingham,Alabama,3b8b45437e8c163e078309c9c8d79286,12/21/2016
Brear Fairs,Department D,$41.24,89,4 Jackson Lane,Grand Rapids,Michigan,242778f7003e4939afe676a44c916db9,8/5/2017
Bartholemy Kment,Department B,$84.99,55,726 Toban Trail,Tucson,Arizona,0b943f8c1e5d213975256fdbe0d94c08,9/9/2016
Shena Reeson,Department B,$75.65,4,59613 Nobel Alley,San Francisco,California,62a7767daa98c9815e8fc5abbfda5683,12/31/2016
Shane Simkins,Department B,$21.29,56,97958 Dakota Hill,Duluth,Georgia,93f245622bbafcb1ff4157ab0927fbd2,1/16/2016
Ashleigh Baudinot,Department D,$91.65,86,5 Ilene Parkway,El Paso,Texas,49cec9493918c825a017e73d1cd1a2aa,8/9/2016
Powell Amorts,Department B,$24.39,40,0270 Cordelia Street,Oklahoma City,Oklahoma,e97440299770aeee7b5d453dc3b778f1,8/23/2016
Modesty Berringer,Department D,$38.79,72,891 Prairieview Court,Melbourne,Florida,9b650f98fdab76e569376569a0d59511,6/26/2017
Ignacio Arpur,Department A,$51.56,32,385 Meadow Ridge Terrace,Philadelphia,Pennsylvania,627236f35fc7d17487454969c9c8cf50,5/10/2016
Bartholemy Kment,Department B,$80.79,15,62640 Manufacturers Avenue,Pompano Beach,Florida,ac9a8ea3e926d83eee606a5e09f4e177,10/4/2016
Celestyna Erskine,Department C,$92.16,22,10 Corscot Plaza,Pompano Beach,Florida,b56824996b49fc7bc9e418a1ab65dc0e,4/20/2016
Shane Simkins,Department B,$68.00,96,51 Algoma Lane,Salt Lake City,Utah,3778f601e1c07e3823df0ee82c03a5eb,2/13/2017
Rutherford Kermath,Department D,$56.07,45,711 Dovetail Plaza,Minneapolis,Minnesota,d79166c535530c29ef8c9a10b1a67197,4/30/2017
Zaneta Delmage,Department B,$24.89,78,6 Melody Lane,Syracuse,New York,58dda9c3a23eeb0bc58cae07d9ba9896,6/27/2016
Ashleigh Baudinot,Department D,$61.83,66,78256 Maryland Terrace,Shreveport,Louisiana,7f61b0539e605e11d4857b9771e6c9d8,12/23/2016
Ashleigh Baudinot,Department D,$32.23,29,6460 Eastlawn Circle,Louisville,Kentucky,865884291aa81c7e10895852f8f0db88,1/3/2017
Shane Simkins,Department B,$73.70,76,4000 Saint Paul Street,Salem,Oregon,7bd5d87f6dac2b3d93689a6ce5d4d05a,2/15/2016
Zaneta Delmage,Department B,$41.86,87,31 Golf View Circle,Raleigh,North Carolina,8fccf0a2282361b4fb1d484f418a12d8,11/21/2016
Shena Reeson,Department B,$5.12,75,7023 Valley Edge Lane,Columbus,Ohio,5d382ebcbe7cddc12e25010dd37ff5ef,6/5/2017
Atlante Harower,Department D,$75.93,33,8190 Mcguire Avenue,Akron,Ohio,c25f3efb39b0707527b557e545a78e06,10/31/2016
Nell Lindup,Department C,$16.54,68,68 Derek Road,Bryan,Texas,01ee6184c230532beabdb8537799b551,8/6/2017
Powell Amorts,Department B,$3.68,30,72 Vera Hill,Omaha,Nebraska,1927ba0a8822cf56febbe4d8e350ffdc,2/8/2016
Brear Fairs,Department D,$67.22,14,429 Lien Court,Farmington,Michigan,8025a068999124d231b0295a5addcade,12/29/2016
Modesty Berringer,Department D,$49.52,67,87 Mayfield Lane,New York City,New York,602bf898bdde9b1ad69b9ac90074bc15,3/6/2017
Ashleigh Baudinot,Department D,$90.94,50,6 Boyd Parkway,Beaufort,South Carolina,584696790d1fbe6d88eb7dc2f0a7e812,5/3/2017
Ortensia Le,Department C,$62.52,42,17 Dottie Point,Fresno,California,58fbee7ef2a02bcda24a1fca1431c0d1,9/17/2016
Powell Amorts,Department B,$39.83,43,48 Butternut Alley,Philadelphia,Pennsylvania,a5fd3151bdbb04a622e239656770c4c0,5/8/2017
Bartholemy Kment,Department B,$49.88,62,0372 American Ash Road,Raleigh,North Carolina,129dc75e436b02b3c1f42b44aec2eea1,10/31/2016
Nell Lindup,Department C,$42.99,34,8601 Merry Hill,Washington,District of Columbia,906f13d0b93eddead75a2dba141313e6,4/7/2017
Atlante Harower,Department D,$70.93,91,01934 Riverside Avenue,Dallas,Texas,318530160344f8c359027a25c6d60cef,6/16/2017
Celestyna Erskine,Department C,$33.52,43,7 Rutledge Drive,Panama City,Florida,586790bf6f4d59599a7d8b8a3bbbbab2,6/4/2016
Brear Fairs,Department D,$83.88,84,2789 Arrowood Alley,Milwaukee,Wisconsin,f13535ac3080ba7a25f0c5d3cb7ff713,12/20/2016
Brear Fairs,Department D,$93.49,27,335 Eliot Road,Atlanta,Georgia,b419dc79eb5c9f46f44be762504b9f53,6/10/2016
Zebedee Kedge,Department A,$43.82,59,888 Maywood Avenue,El Paso,Texas,88d9664a2d78c74e780bd15162545ea3,12/26/2016
Zaneta Delmage,Department B,$8.64,77,83078 3rd Crossing,Mesquite,Texas,9c0b6dcfcc3f1270b18bf86eb0487e94,1/29/2016
Linn Becerra,Department B,$46.96,1,1 Sunnyside Trail,Houston,Texas,38385447a5dd686fde635ad5bfd0ffb8,4/10/2016
Bartholemy Kment,Department B,$23.41,37,53 Morrow Center,El Paso,Texas,88da6b01c2d11c5380729000b4cd4831,3/4/2017
Gothart Whimpenny,Department C,$39.54,19,38 Merchant Pass,New York City,New York,59563e56e3b2808dc8f2f899568237b9,3/17/2016
Linn Becerra,Department B,$93.12,57,23 Bunker Hill Hill,El Paso,Texas,2a9f66fc937f3a9b4e29fe6bd3ab5daf,4/9/2017
Linn Becerra,Department B,$19.86,64,279 Morningstar Parkway,Stamford,Connecticut,3ed7ebc877f2bbadbdbb9dd147075e99,5/22/2017
Ortensia Le,Department C,$92.93,79,909 South Point,Moreno Valley,California,57631e621cc44308e8df350bc8e4e3e2,7/5/2016
Shane Simkins,Department B,$93.86,29,78 Hallows Avenue,Boston,Massachusetts,c95f5491a33f672329708e5662717f84,1/2/2016
Jacquette Oakley,Department C,$69.90,56,78341 Gateway Trail,Evansville,Indiana,5c26520b15f15b13576e2c1937dd6e1b,7/27/2017
Dallas Le,Department B,$61.49,77,9574 Charing Cross Way,Alexandria,Louisiana,aefdbf3bf3837ce0366c139e19b55955,3/5/2017
Gothart Whimpenny,Department C,$32.92,93,108 Meadow Ridge Place,Fort Smith,Arkansas,e92f9463067ef5cbd444e15b8e7ebdd9,3/12/2016
Rutherford Kermath,Department D,$37.41,51,23 8th Alley,Norwalk,Connecticut,6e63471865b72e4720bb75374849c477,2/4/2017
Chad Yeatman,Department A,$50.17,1,64514 Ryan Court,Detroit,Michigan,bb9e8adcad221c1fd044180d76b87b19,9/17/2016
Modesty Berringer,Department D,$13.81,18,28930 Crowley Pass,Jacksonville,Florida,411d8494f450c19a70da167000d3f472,12/22/2016
Krystle Boothe,Department D,$17.97,26,55 Prairieview Drive,Chicago,Illinois,6effdac2fcc39ff46e27b2c2c0f9c245,3/29/2016
Shane Simkins,Department B,$5.75,47,5 Mayfield Road,Dallas,Texas,c67ca894906750ee0c05ff4c4e924d07,12/20/2016
Krystle Boothe,Department D,$74.71,37,065 Quincy Way,Houston,Texas,0831e43ac8ac1606ac8ec06da355b9c8,4/14/2016
Celestyna Erskine,Department C,$85.84,6,1509 Evergreen Parkway,Saint Louis,Missouri,b7bf6be1be6ddd72e44137f2033e27d1,8/24/2017
Dallas Le,Department B,$74.66,92,619 Magdeline Junction,Seattle,Washington,8100045017cba04405f467dd73276543,1/28/2016
Bartholemy Kment,Department B,$20.51,49,11032 Barby Street,Lancaster,Pennsylvania,b852d5ddee553a8cb049c6e447f17cbf,2/11/2016
Modesty Berringer,Department D,$99.10,2,04079 Paget Crossing,Oklahoma City,Oklahoma,ddca91faf69b403a6acb9f4c5de0af25,7/25/2016
Gothart Whimpenny,Department C,$80.95,79,01 Magdeline Road,Minneapolis,Minnesota,5f3176b2e6de23ced26d9ac59028192d,4/28/2016
Atlante Harower,Department D,$14.81,39,3880 Carpenter Terrace,Huntsville,Alabama,8106049e9f44b1af8351cfafcabe237e,3/23/2016
,,,83,3 Hagan Alley,Atlanta,Georgia,11e99dabf0da7d5daf939bc26783bc43,8/29/2016
Ashleigh Baudinot,Department D,$74.86,80,7018 Vahlen Parkway,Chicago,Illinois,8ffd49d0fc70905c6a002264fba95611,6/29/2017
Atlante Harower,Department D,$30.85,39,0 Mccormick Place,Raleigh,North Carolina,4b10a959cc45f39c5d7f2f1b27b50377,1/28/2017
Bartholemy Kment,Department B,$65.93,81,6 Redwing Terrace,Charleston,South Carolina,461a543c121fb1c09b77372c07b4ff22,2/21/2017
Zebedee Kedge,Department A,$39.21,14,636 Main Junction,Pasadena,California,5d22646f676ebccdf8ac4ae207ad0777,11/20/2016
Ortensia Le,Department C,$63.05,26,6 Carioca Park,Salt Lake City,Utah,ab8fb9ede82de297a50ae4171e0f8341,10/10/2016
Chad Yeatman,Department A,$97.59,88,0 Graedel Hill,New Orleans,Louisiana,a62a493a2119c6b1a74ff914b8deb058,8/31/2016
Shena Reeson,Department B,$42.18,65,27 Mayer Plaza,Sarasota,Florida,3f9fab2e231ca20d78bf240a7bacba2d,4/22/2017
Chad Yeatman,Department A,$6.65,8,51319 Westport Lane,Green Bay,Wisconsin,ec5cb8e355bb41a6d1b020b2700a8453,2/26/2016
Linn Becerra,Department B,$48.43,90,5 Mesta Circle,Topeka,Kansas,3c81f99c2296dd588d278566eb798995,7/17/2016
Dallas Le,Department B,$53.67,30,577 Golf Course Crossing,Memphis,Tennessee,de2ac5d55eb92813ebf62424f4787d55,11/11/2016
Modesty Berringer,Department D,$17.43,47,87433 Arapahoe Court,Knoxville,Tennessee,42a54c65e721eda6ca7893741fefc225,3/4/2016
Powell Amorts,Department B,$70.07,76,5505 Eggendart Park,Fresno,California,faf9c580f52f946db62449888a3075d3,4/24/2017
Ignacio Arpur,Department A,$20.59,9,855 Weeping Birch Terrace,Saint Petersburg,Florida,eccb8c8c37f4a02551e709adddd44462,2/22/2017
Zebedee Kedge,Department A,$95.08,25,282 Sundown Pass,Peoria,Illinois,dae956e5f775b8b9a8a20fca0fa86782,4/3/2016
Modesty Berringer,Department D,$96.63,32,0 International Place,Washington,District of Columbia,a3842f7eef5007326eccd00ef216a5bc,8/6/2016
Gothart Whimpenny,Department C,$27.91,8,3 Hayes Hill,Greensboro,North Carolina,529d28cd4d5616dc4faa126235401745,10/25/2016
Ignacio Arpur,Department A,$2.87,28,767 6th Crossing,Escondido,California,03a940f2af7754be2af1c347bae84e44,1/27/2016
Nell Lindup,Department C,$86.56,60,14521 Fulton Point,Pasadena,California,df25c13dea648536ed8af90e818ae134,7/14/2017
,,,79,588 Miller Terrace,Detroit,Michigan,55c5f8aed5ea6d277671c48743348e11,10/14/2016
Ignacio Arpur,Department A,$55.76,27,08123 Sommers Center,Providence,Rhode Island,dbcf00ed9b3981d1b3dec1d72b5f4722,3/8/2016
Ortensia Le,Department C,$41.34,54,86 Hauk Place,San Francisco,California,66bbef480ec6a05338b6f30ce06229cf,6/4/2016
Shena Reeson,Department B,$92.41,5,9 Roth Court,Los Angeles,California,c88ab4c67c79fe14e00040ff780ace1b,12/5/2016
Krystle Boothe,Department D,$8.33,61,9590 Armistice Plaza,Amarillo,Texas,f080f916289a149d4f192d235e82ae9d,3/25/2016
Celestyna Erskine,Department C,$35.50,28,02 Center Street,Los Angeles,California,1de6ca22a78c5a600913b7f1fa2ac621,5/30/2016
Zebedee Kedge,Department A,$96.75,9,795 Almo Circle,Rochester,New York,c591a5a6c2b304294c4e7c8ada0363dd,5/28/2016
Ashleigh Baudinot,Department D,$94.88,24,1184 4th Lane,Washington,District of Columbia,ef7943c147837e1195832976a4ef8f79,1/12/2017
Zaneta Delmage,Department B,$72.53,99,96548 Hoepker Way,Atlanta,Georgia,e79439397821f31ad4b1aabdd0de28fb,7/21/2017
Rutherford Kermath,Department D,$74.96,48,6232 Welch Street,Nashville,Tennessee,34df72286ab7406d027e5dbffe5a7a65,1/20/2017
Shena Reeson,Department B,$40.91,50,285 Hoepker Trail,Miami,Florida,9c24b9553c53141004c82b88ad76a3b0,2/14/2016
Ashleigh Baudinot,Department D,$46.70,100,7 Butternut Avenue,Silver Spring,Maryland,ffc5ec9d1144213d4dccc2ff560b5240,12/29/2016
Ignacio Arpur,Department A,$77.03,31,3648 Hintze Lane,Youngstown,Ohio,9296bae4f7d6a2a2d44782efd074930f,3/21/2016
Dallas Le,Department B,$43.70,44,76269 Thompson Way,Dearborn,Michigan,7af74e5f0db84a32cfb6b018feb03071,8/9/2017
Dallas Le,Department B,$52.54,93,807 Loeprich Center,Charleston,West Virginia,099ee702c7f48bf6ee37dc96ddd375ff,2/7/2016
Jacquette Oakley,Department C,$87.94,71,480 Banding Street,New York City,New York,2e09e839423ab3d22ae230419fb0b982,2/20/2017
Bartholemy Kment,Department B,$14.82,52,892 Brentwood Center,Green Bay,Wisconsin,5b7457c315dc6adb62f23dd9c367b9fc,8/11/2017
Ignacio Arpur,Department A,$3.10,22,0 Harbort Street,Jamaica,New York,1e1fd4e95d5df9a240ab7d71c0f081ac,6/20/2016
